series,horizon,error
United States,30,-0.4982291498168703
United States,30,-0.7430118347545349
United States,30,-0.26270660465829465
United States,30,-0.06778215714623492
United States,30,-0.2537978682071227
United States,30,-0.1589594271757555
United States,30,-0.2194667703676334
United States,30,-0.6693769395412552
United States,30,-0.8567473487026316
United States,30,-0.5309033702474988
United States,30,-0.39209783702248124
United States,30,-0.46221138101321024
United States,30,-0.5979168044184977
United States,30,-0.7030390658747834
United States,30,-1.3096493870151704
United States,30,-1.6542932419612733
United States,30,-1.1853211024931767
United States,30,-1.2225868100643726
United States,30,-1.228160822973578
United States,30,-1.239480991284676
United States,30,-1.2416730551732158
United States,30,-1.768581118269605
United States,30,-2.0689106665578514
United States,30,-1.6334567565348834
United States,30,-1.454686778176569
United States,30,-1.4173301639554285
United States,30,-1.361403186874762
United States,30,-1.4044066625039058
United States,30,-1.8522423096292187
United States,30,-2.0352554850578013
United States,30,-1.685381475819769
United States,30,-1.6256685248156
United States,30,-1.6608327725880745
United States,30,-1.4130679030090736
United States,30,-1.2065039999841076
United States,30,-1.6579760777287653
United States,30,-1.8284636769241356
United States,30,-1.692493889158925
United States,30,-1.7851008389259864
United States,30,-1.796446927010244
United States,30,-1.9744901878834273
United States,30,-2.0480803823575258
United States,30,-2.5388757529913644
United States,30,-2.776029023429711
United States,30,-2.6504969311464777
United States,30,-2.7132378920790714
United States,30,-2.587542060477091
United States,30,-2.8340553647241666
United States,30,-2.9126990131943664
United States,30,-3.316784059937641
United States,30,-3.457634712578683
United States,30,-3.2188106334437716
United States,30,-3.0241962130931785
United States,30,-3.1002054573086184
United States,30,-3.200669268422729
United States,30,-3.4686124249898125
United States,30,-3.7102260267456852
United States,30,-3.5893553697505975
United States,30,-3.071599619540395
United States,30,-2.8022969446957653
United States,30,-2.7686487478174477
United States,30,-2.924553854955347
United States,30,-3.0023629389616246
United States,30,-2.5224614964256826
United States,30,-2.6216220466143554
United States,30,-2.6131112591143957
United States,30,-2.652390245508238
United States,30,-2.745974066939832
United States,30,-3.0369545831223483
United States,30,-3.3474543844084117
United States,30,-3.6077863501791647
United States,30,-3.5404372100425476
United States,30,-3.5155644009327744
United States,30,-3.6841869973182284
United States,30,-3.9798991390550214
United States,30,-4.187556127386044
United States,30,-4.142694005934423
United States,30,-4.217244770211771
United States,30,-4.136189388184711
United States,30,-4.372995742934691
United States,30,-4.222715137769452
United States,30,-4.3835684378472415
United States,30,-2.8503171893798047
United States,30,-2.3192980672632633
United States,30,-2.9423526089118113
United States,30,-2.7048627023721394
United States,30,-3.2651857858852207
United States,30,-3.1327081420012917
United States,30,-3.329243255937463
United States,30,-3.137396087982678
United States,30,-3.0396664702847733
United States,30,-2.833866286069533
United States,30,-2.39950475656571
United States,30,-2.5206377173890715
United States,30,-2.4133428932159084
United States,30,-2.5055432565129063
United States,30,-2.4616388713963655
United States,30,-2.4042453893571754
United States,30,-1.9848024419286396
United States,30,-1.2155943691490734
United States,30,-1.0537410170653452
United States,30,-0.8039412598610838
United States,30,-1.1279046051193191
United States,30,-0.9445342438138731
United States,30,-0.6817136060949309
United States,30,0.45289114544080533
United States,30,1.5796451293489717
United States,30,0.5128242261902045
United States,30,0.837782848342453
United States,30,1.781478676289062
United States,30,4.661982849740134
United States,30,2.6482982653533718
United States,30,2.4565504385253263
United States,30,2.3510506222242746
United States,30,0.19880559779588225
United States,30,-0.07278698481729506
United States,30,-0.11517033314440184
United States,30,1.467055329338649
United States,30,0.6566625887259541
United States,30,0.6893772472176529
United States,30,0.5960835500451473
United States,30,-0.7628645712865989
United States,30,-0.6256454802533113
United States,30,-0.5873845690863817
United States,30,-0.6236000311311685
United States,30,-0.6913717913539621
United States,30,-0.47467736208097655
United States,30,-0.2815824504635174
United States,30,-0.1918604552302412
United States,30,-0.06850154036278688
United States,30,0.05832746688791168
United States,30,0.25814603120708846
United States,30,0.1280373066820779
United States,30,0.18334423473411832
United States,30,0.4956492788187674
United States,30,0.6791931608744957
United States,30,1.0272886932730145
United States,30,0.76160066793231
United States,30,0.4952066377172173
United States,30,0.23200817357561299
United States,30,0.10288310571506187
United States,30,0.23352342831613981
United States,30,0.32641150991544876
United States,30,-0.07103343259968398
United States,30,-0.5406889908852133
United States,30,-0.98706155956428
United States,30,-1.3295199617289573
United States,30,-1.5316244735399849
United States,30,-1.0630875052163908
United States,30,-0.9775682368642187
United States,30,-0.9342784462337743
United States,30,-0.8819596065618498
United States,30,-0.8719592527688569
United States,30,-1.009883207627439
United States,30,-0.6338359237234812
United States,30,-0.01944264583129751
United States,30,0.09045012628615368
United States,30,0.4366061782654249
United States,30,0.2536170713944568
United States,30,0.08233348527013895
United States,30,-0.03963246242629204
United States,30,0.5799573928779012
United States,30,0.7776925235824734
United States,30,0.8088579011040764
United States,30,1.1311565391998162
United States,30,1.2091838561094743
United States,30,0.8322484677504285
United States,30,0.3619050946918616
United States,30,0.34419821652028837
United States,30,0.5792222621331433
United States,30,0.49987740949868353
United States,30,0.5026861106190221
United States,30,0.3677477487017988
United States,30,0.26092972722964447
United States,30,0.06416152967553757
United States,30,0.013130858066459083
United States,30,0.42688610645638647
United States,30,0.4466643598790352
United States,30,0.5368060553912368
United States,30,0.35482870817979695
United States,30,0.28375220788084654
United States,30,0.2825359023462237
United States,30,0.36392000994955964
United States,30,0.8086406161270361
United States,30,0.5956706140697001
United States,30,0.6734374946639416
United States,30,0.6045000113899519
United States,30,0.7025868765967207
United States,30,0.7577189007063918
United States,30,0.6403320992557777
United States,30,0.5116015846400561
United States,30,0.8121371012394043
United States,30,0.8045823747535668
United States,30,0.7840241541032196
United States,30,0.6269858177985146
United States,30,0.7364240377165672
United States,30,0.315721085600007
United States,30,0.2888784590653266
United States,30,0.32908845628440453
United States,30,0.3712213002598048
United States,30,0.44213854683282605
United States,30,0.2696117241864133
United States,30,0.35726782226155684
United States,30,0.14855626622870233
United States,30,0.04694394378079636
United States,30,0.10451462552133961
United States,30,0.1745089302532552
United States,30,0.1117130359691334
United States,30,0.04147158730424216
United States,30,0.23474211932896516
United States,30,0.05218072691708464
United States,30,0.10446025831401151
United States,30,0.14099192958275175
United States,30,0.4208334300134311
United States,30,0.554907262443038
United States,30,0.6609804480035066
United States,30,0.83084421964063
United States,30,0.553425633858053
United States,30,0.3090775771018013
United States,30,0.5208870842601243
United States,30,0.3481420620344462
United States,30,0.397349206527986
United States,30,0.2813010559616913
United States,30,0.3841006523082644
United States,30,0.06718415350087703
United States,30,-0.21650024722643657
United States,30,0.3087018331844895
United States,30,0.4445055101041646
United States,30,0.28959929519368544
United States,30,0.24861843431164488
United States,30,0.47709147070203706
United States,30,0.16740374238444922
United States,30,-0.3570613173163011
United States,30,0.1692574030922369
United States,30,0.1874622378882549
United States,30,0.265141467553196
United States,30,0.3753962416813277
United States,30,0.5718597775429419
United States,30,0.3447492376696122
United States,30,0.025107168591510742
United States,30,0.6360884898256582
United States,30,0.7064339190582789
United States,30,0.8115221654358926
United States,30,0.9663382215158745
United States,30,1.1202653710850683
United States,30,0.9791299210477042
United States,30,0.6391359142576203
United States,30,1.1713228374078763
United States,30,1.06342853105523
United States,30,1.2134090156561097
United States,30,1.1054678620972478
United States,30,1.2097673742622082
United States,30,0.694198002040892
United States,30,0.4071090751836781
United States,30,0.5118454761162798
United States,30,0.4985078255183488
United States,30,0.29736697658976574
United States,30,0.4547900858322915
United States,30,0.6328550655374166
United States,30,0.6410340732008173
United States,30,0.3588528792645125
United States,30,1.4112149751513847
